ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,Label,Project,ProjectFile,ProjectName,EntryDate,Comment,Link
p_abuiabui1241,Abui,abui1241,Abui,abz,Papunesia,-8.31058,124.588,,Abui_abui1241,parabank,Abui abui1241.txt,,20170621,,
p_achineseachi1257,Acehnese,achi1257,Acehnese,ace,Papunesia,3.90757,96.6032,Austronesian,Achinese_achi1257,parabank,Achinese achi1257.txt,,20170718,,https://collectionscanada.gc.ca/obj/s4/f2/dsk2/ftp01/MQ37156.pdf
p_adangadan1251,Adang,adan1251,Adang,adn,Papunesia,-8.18958,124.448,,Adang_adan1251,parabank,Adang adan1251.txt,,20170621,,
p_agobendekawamagob1244,Agob-Ende-Kawam,agob1244,Agob-Ende-Kawam,kit,Papunesia,-9.08521,142.532,,Agob-Ende-Kawam_agob1244,parabank,Agob-Ende-Kawam agob1244.txt,,20171204,,
p_aklanonakla1241,Aklanon,akla1241,Kailibo Aklanon,akl,Papunesia,11.5543,122.354,Austronesian,Aklanon_akla1241,parabank,Aklanon akla1241.txt,,20170614,,
p_alanganalan1249,Alangan,alan1249,Alangan,alj,Papunesia,13.0982,121.022,Austronesian,Alangan_alan1249,parabank,Alangan alan1249.txt,,20170616,,
p_ampibabolaujeampi1237,Ampibabo,ampi1237,Ampibabo,,Papunesia,NA,NA,Austronesian,Ampibabo_Lauje_ampi1237,parabank,Ampibabo Lauje ampi1237.txt,,20161207,,
p_anejomanei1239,Aneityum,anei1239,Aneityum,aty,Papunesia,-20.1864,169.825,Austronesian,Anejom_anei1239,parabank,Anejom anei1239.txt,,20161207,,
p_aniwaaniw1237,Aniwa,aniw1237,Aniwa,,Papunesia,NA,NA,Austronesian,Aniwa_aniw1237,parabank,Aniwa aniw1237.txt,,20170514,,
p_anutaanut1237,Anuta,anut1237,Anuta,aud,Papunesia,-11.61,169.85,Austronesian,Anuta_anut1237,parabank,Anuta anut1237.txt,,NA,,
p_arabanaarab1267a,Arabana,arab1267,Arabana,ard,Australia,-28.705,135.449,Pama-Nyungan,Arabana_arab1267a,parabank,Arabana arab1267.txt,,20170127,,
p_arakiarak1252,Araki,arak1252,Araki,akr,Papunesia,-15.632997,166.952542,Austronesian,Araki_arak1252,parabank,Araki arak1252.txt,,20161205,,
p_arearearea1240,'Are'are,area1240,'Are'are,alu,Papunesia,-9.20699,161.158,Austronesian,'Are'are_area1240,parabank,'Are'are area1240.txt,,20170407,,
p_ariamoukariamouk1240a,Mouk,mouk1240,Mouk,,Papunesia,NA,NA,Austronesian,Aria_(Mouk-Aria)_mouk1240a,parabank,Aria (Mouk-Aria) mouk1240a.txt,,NA,,
p_arosiaros1241,Arosi,aros1241,Arosi,aia,Papunesia,-10.2441,161.432,Austronesian,Arosi_aros1241,parabank,Arosi aros1241.txt,,20170404,,
p_aseraaser1237,Asera,aser1237,Asera,,Papunesia,NA,NA,Austronesian,Asera_aser1237,parabank,Asera aser1237.txt,,20161209,,
p_asfauslanaust1271,Auslan,aust1271,Auslan,asf,Australia,-30,145,,ASF_Auslan_aust1271,parabank,ASF_Auslan_aust1271.txt,,20191115,,
p_atchinatch1238,Atchin,atch1238,Atchin,,Papunesia,NA,NA,Austronesian,Atchin_atch1238,parabank,Atchin atch1238.txt,,20170602,,
p_atoniuabmetouabm1237,Uab Meto,uabm1237,Uab Meto,aoz,Papunesia,-9.77284,124.144,Austronesian,Atoni_(Uab_Meto)_uabm1237,parabank,Atoni (Uab Meto) uabm1237.txt,,20170614,,
p_attaatta1244,Atta,atta1244,Atta,,,NA,NA,Austronesian,Atta_atta1244,parabank,Atta atta1244.txt,,NA,,
p_avatimeavat1244,Avatime,avat1244,Avatime,avn,Africa,6.8688,0.41314,Atlantic-Congo,Avatime_avat1244,parabank,Avatime_avat1244.txt,,20191112,,
p_avavabangasadialectkatb1237,Avava,katb1237,Avava,tmb,Papunesia,-16.2701,167.484,Austronesian,Avava_(Bangasa_Dialect)_katb1237,parabank,Avava (Bangasa Dialect) katb1237.txt,,20171030,,
p_avavakatb1237a,Avava,katb1237,Avava,tmb,Papunesia,-16.2701,167.484,Austronesian,Avava_katb1237a,parabank,Avava katb1237a.txt,,NA,,
p_avavaniviardialectkatb1237b,Avava,katb1237,Avava,tmb,Papunesia,-16.2701,167.484,Austronesian,Avava_(Niviar_Dialect)_katb1237b,parabank,Avava (Niviar Dialect) katb1237b.txt,,NA,,
p_ayiwoayiw1239,Äiwoo,ayiw1239,Äiwoo,nfl,Papunesia,-10.282595,166.328715,Austronesian,Ayiwo_ayiw1239,parabank,Ayiwo ayiw1239.txt,,20180416,,
p_bacanesemalaybacanbaca1243,Bacanese Malay,baca1243,Bacanese Malay,btj,Papunesia,-0.62275,127.49,Austronesian,Bacanese_Malay_(Bacan)_baca1243,parabank,Bacanese Malay (Bacan) baca1243.txt,,20170608,Data incomplete and source word list requires interpretation,
p_bahonsuaibaho1237,Bahonsuai,baho1237,Bahonsuai,bsu,Papunesia,-2.22572,121.707,Austronesian,Bahonsuai_baho1237,parabank,Bahonsuai baho1237.txt,,20161209,,
p_balaesangbala1314,Balaesang,bala1314,Balaesang,bls,Papunesia,-0.05644,119.689,Austronesian,Balaesang_bala1314,parabank,Balaesang bala1314.txt,,20161207,,
p_balangaobala1310,Balangao,bala1310,Balangao,blw,Papunesia,17.0994,121.272,Austronesian,Balangao_bala1310,parabank,Balangao bala1310.txt,,NA,,
p_balinesebali1278,Balinese,bali1278,Balinese,ban,Papunesia,-8.35714,115.075,Austronesian,Balinese_bali1278,parabank,Balinese bali1278.txt,,20170718,,collectionscanada.gc.ca/obj/s4/f2/dsk2/ftp01/MQ37156.pdf
p_banjarbanj1239,Banjar,banj1239,Banjar,bjn,Papunesia,0.747105,115.79,Austronesian,Banjar_banj1239,parabank,Banjar banj1239.txt,,20170718,,collectionscanada.gc.ca/obj/s4/f2/dsk2/ftp01/MQ37156.pdf
p_bannonibann1247,Bannoni,bann1247,Bannoni,bcm,Papunesia,-6.23061,155.128,Austronesian,Bannoni_bann1247,parabank,Bannoni bann1247.txt,,20170614,,
p_barabethanohano1246a,Hano,hano1246,Hano,lml,Papunesia,-15.5432,168.167,Austronesian,Barabet_(Hano)_hano1246a,parabank,Barabet (Hano) hano1246a.txt,,NA,,
p_bardibard1254,Bardic,bard1254,Bardic,,,NA,NA,,Bardi_bard1254,parabank,Bardi bard1254.txt,,NA,Bowern 2012:42-43,
p_bariokelabitbari1288,Bario,bari1288,Bario,,Papunesia,NA,NA,Austronesian,Bario_Kelabit_bari1288,parabank,Bario Kelabit bari1288.txt,,20170614,,https://books.google.de/books?id=ScykJxGVNXYC&pg=PA96&lpg=PA96&dq=kelabit+kinship&source=bl&ots=b6oYHySdrG&sig=OqoGIumbOlPCdywSbgn-6LYy82Q&hl=en&sa=X&ved=0ahUKEwif99qo87zUAhWHKVAKHbHbApoQ6AEIKDAA#v=onepage&q=kelabit%20kinship&f=false
p_barokkarubaro1253,Barok,baro1253,Barok,bjk,Papunesia,-3.47672,152.193,Austronesian,Barok_(Karu)_baro1253,parabank,Barok (Karu) baro1253.txt,,20170326,,
p_bataktobabata1289,Batak Toba,bata1289,Batak Toba,bbc,Papunesia,2.35498,99.1761,Austronesian,Batak_Toba_bata1289,parabank,Batak Toba bata1289.txt,,20170718,,collectionscanada.gc.ca/obj/s4/f2/dsk2/ftp01/MQ37156.pdf
p_baujagoibidayuhbaub1235,Bau-Jagoi Bidayuh,baub1235,Bau-Jagoi Bidayuh,sne,Papunesia,1.54467,109.985,Austronesian,Bau-Jagoi_Bidayuh_baub1235,parabank,Bau-Jagoi Bidayuh baub1235.txt,,20170717,,http://amangalui.blogspot.de/2012/02/kinship-in-bidayuh-community.html
p_biakbiak1248,Biak,biak1248,Biak,bhw,Papunesia,-0.9523,135.879,Austronesian,Biak_biak1248,parabank,Biak biak1248.txt,,20170709,,
p_bierebobier1244,Bierebo,bier1244,Bierebo,bnk,Papunesia,-16.6663,168.154,Austronesian,Bierebo_bier1244,parabank,Bierebo bier1244.txt,,NA,,
p_bignambasbign1238,Big Nambas,bign1238,Big Nambas,nmb,Papunesia,-16.0903,167.239,Austronesian,Big_Nambas_bign1238,parabank,Big Nambas bign1238.txt,,20171026,,
p_bignambasbign1238a,Big Nambas,bign1238,Big Nambas,nmb,Papunesia,-16.0903,167.239,Austronesian,Big_Nambas_bign1238a,parabank,Big Nambas bign1238a.txt,,NA,,
p_bilibilbilb1241,Bilibil,bilb1241,Bilibil,brz,Papunesia,-5.26505,145.764,Austronesian,Bilibil_bilb1241,parabank,Bilibil bilb1241.txt,,20170614,,
p_bininjkunwokgunw1252,Bininj Kun-Wok,gunw1252,Bininj Kun-Wok,gup,Australia,-12.3398,133.358,,Bininj_Kun-wok_gunw1252,parabank,Bininj Kun-wok gunw1252.txt,,NA,,http://bininjgunwok.org.au/information/kinship/
p_binukidtalaandigbinukidbinu1244,Talaandig-Binukid,binu1244,Talaandig-Binukid,bkd,Papunesia,8.15933,124.892,Austronesian,Binukid_(Talaandig-Binukid)_binu1244,parabank,Binukid (Talaandig-Binukid) binu1244.txt,,NA,,
p_blagarblag1240,Blagar,blag1240,Blagar,beu,Papunesia,-8.31787,124.251,,Blagar_blag1240,parabank,Blagar blag1240.txt,,20170621,,
p_boanosulawesiboan1243,Boano (Sulawesi),boan1243,Boano (Sulawesi),bzl,Papunesia,0.51152,120.992,Austronesian,Boano_(Sulawesi)_boan1243,parabank,Boano (Sulawesi) boan1243.txt,,20161207,,
p_bontokbont1247,Bontok,bont1247,Bontok,bnc,Papunesia,17.09386,121.02662,Austronesian,Bontok_bont1247,parabank,Bontok bont1247.txt,,20170406,,
p_brookespointpalawanobroo1239,Brooke's Point Palawano,broo1239,Brooke's Point Palawano,plw,Papunesia,8.83891,117.871,Austronesian,Brooke's_Point_Palawano_broo1239,parabank,Brooke's Point Palawano broo1239.txt,,20170711,,
p_bruneisabahmalaymalaysaba1263,Brunei-Sabah Malay,saba1263,Sabah Malay,msi,Papunesia,4.64808,117.024,Austronesian,Brunei-Sabah_Malay_(Malay)_saba1263,parabank,Brunei-Sabah Malay (Malay) saba1263.txt,,20170406,,
p_buhidbuhi1245,Buhid,buhi1245,Buhid,bku,Papunesia,12.6396,121.21,Austronesian,Buhid_buhi1245,parabank,Buhid buhi1245.txt,,20170616,,
p_buinbuin1247,Buin,buin1247,Buinic,,,NA,NA,,Buin_buin1247,parabank,Buin buin1247.txt,,20161202,,
p_bukatbuka1261,Bukat,buka1261,Bukat,bvk,Papunesia,1.29075,113.246,Austronesian,Bukat_buka1261,parabank,Bukat buka1261.txt,,20170614,,
p_bulibuli1256,Buli,buli1256,Buli,,Papunesia,NA,NA,Austronesian,Buli_buli1256,parabank,Buli buli1256.txt,,20170612,Data incomplete and source word list requires interpretation,
p_bunganditjbung1264,Bunganditj,bung1264,Bunganditj,xbg,Australia,-36.5,140.5,Pama-Nyungan,Bunganditj_bung1264,parabank,Bunganditj bung1264.txt,,20161202,"-ngayn (-ine) = my, -ngun (-on) = your, -n[h]ung = his/her",
p_bungkubung1269,Bungku,bung1269,Bungku,bkz,Papunesia,-3.22197,122.212,Austronesian,Bungku_bung1269,parabank,Bungku bung1269.txt,,20161209,,
p_buruindonesiaburu1303,Buru (Indonesia),buru1303,Buru (Indonesia),mhs,Papunesia,-3.43957,126.632,Austronesian,Buru_(Indonesia)_buru1303,parabank,Buru (Indonesia) buru1303.txt,,20170614,,
p_butmasturbutm1237,Farafi,butm1237,Farafi,bnr,Papunesia,-15.3353,167.034,Austronesian,Butmas-Tur_butm1237,parabank,Butmas-Tur butm1237.txt,,20180109,,
p_casigurandumagatagtacasi1235,Casiguran-Nagtipunan Agta,casi1235,Casiguran-Nagtipunan Agta,dgc,Papunesia,16.2176,121.878,Austronesian,Casiguran_Dumagat_Agta_casi1235,parabank,Casiguran Dumagat Agta casi1235.txt,,20170327,,
p_cebuanocebu1242,Cebuano,cebu1242,Cebuano,ceb,Papunesia,8.38799,124.367,Austronesian,Cebuano_cebu1242,parabank,Cebuano cebu1242.txt,,20170614,,
p_centralcagayanagtacent2084,Central Cagayan Agta,cent2084,Central Cagayan Agta,agt,Papunesia,17.9571,121.857,Austronesian,Central_Cagayan_Agta_cent2084,parabank,Central Cagayan Agta cent2084.txt,,2017025,,
p_centralmelanaucent2101,Central Melanau,cent2101,Central Melanau,mel,Papunesia,2.524086,111.346451,Austronesian,Central_Melanau_cent2101,parabank,Central Melanau cent2101.txt,,20170704,,
p_centralsamacent2092,Central Sama,cent2092,Central Sama,sml,Papunesia,7.004574,118.455978,Austronesian,Central_Sama_cent2092,parabank,Central Sama cent2092.txt,,20170714,,http://sinama.org/2014/03/sama-tausug-kinship-terminology/
p_centralsubanensubanungcent2089,Central Subanen,cent2089,Central Subanen,syb,Papunesia,8.12701,123.018,Austronesian,Central_Subanen_(Subanung)_cent2089,parabank,Central Subanen (Subanung) cent2089.txt,,20170406,,
p_centraltagbanwacent2090,Central Tagbanwa,cent2090,Central Tagbanwa,tgt,Papunesia,10.6519,119.338,Austronesian,Central_Tagbanwa_cent2090,parabank,Central Tagbanwa cent2090.txt,,20170718,,
p_chamarrocham1312,Chamorro,cham1312,Chamorro,cha,Papunesia,13.438011,144.74474,Austronesian,Chamarro_cham1312,parabank,Chamarro cham1312.txt,,20170614,,
p_chavacanochav1241,Chavacano,chav1241,Chavacano,cbk,Papunesia,7.435034,122.18849,Indo-European,Chavacano_chav1241,parabank,Chavacano chav1241.txt,,NA,,
p_chekeholochek1238,Cheke Holo,chek1238,Cheke Holo,mrn,Papunesia,-8.27055,159.625,Austronesian,Cheke_Holo_chek1238,parabank,Cheke Holo chek1238.txt,,20170531,,
p_chepangchep1245,Chepang,chep1245,Chepang,cdm,Eurasia,27.7206,84.9017,Sino-Tibetan,Chepang_chep1245,parabank,Chepang chep1245.txt,,20161208,,
p_chuukesetrukesechuu1238,Chuukese,chuu1238,Chuukese,chk,Papunesia,7.346993,151.598607,Austronesian,Chuukese_(Trukese)_chuu1238,parabank,Chuukese (Trukese) chuu1238.txt,,NA,,
p_cotabatomanobocota1241,Cotabato Manobo,cota1241,Cotabato Manobo,mta,Papunesia,6.39417,124.234,Austronesian,Cotabato_Manobo_cota1241,parabank,Cotabato Manobo cota1241.txt,,20170703,,
p_daakieport1286,Daakie,port1286,Daakie,ptv,Papunesia,-16.3083,168.046,Austronesian,Daakie_port1286,parabank,Daakie port1286.txt,,20171013,,
p_dakakadaka1243,Dakaka,daka1243,Dakaka,bpa,Papunesia,-16.2696,168.013,Austronesian,Dakaka_daka1243,parabank,Dakaka daka1243.txt,,20171013,,
p_dalabonngal1292,Ngalkbun,ngal1292,Ngalkbun,ngk,Australia,-13.9783,133.936,,Dalabon_ngal1292,parabank,Dalabon ngal1292.txt,,NA,"kin terms are normally suffixed with an appropriate possessive suffix, e.g. bulungan /buluŋan/ 'my father', buluno 'his/her father' etc. Just the bare stems are given in these lists",
p_dampelasdamp1237,Dampelas,damp1237,Dampelas,dms,Papunesia,0.70234,120.219,Austronesian,Dampelas_damp1237,parabank,Dampelas damp1237.txt,,20161207,,
p_dehongdeho1238,Dehong,deho1238,Dehong,,Eurasia,NA,NA,Tai-Kadai,Dehong_deho1238,parabank,Dehong deho1238.txt,,20170106,,
p_dehudehu1237,Dehu,dehu1237,Dehu,dhv,Papunesia,-20.8892,167.229,Austronesian,Dehu_dehu1237,parabank,Dehu dehu1237.txt,,20170404,,
p_dharumbaldhar1248a,Dharumbal,dhar1248,Dharumbal,xgm,Australia,-23.307,150.593,Pama-Nyungan,Dharumbal_dhar1248a,parabank,Dharumbal dhar1248.txt,,20161205,,
p_dhuwaldhuwalayolngudhuw1248,Dhuwal-Dhuwala,dhuw1248,Dhuwal-Dhuwala,,,NA,NA,Pama-Nyungan,Dhuwal-Dhuwala_(Yolngu)_dhuw1248,parabank,Dhuwal-Dhuwala (Yolngu) dhuw1248.txt,,20180116,,
p_diyaridier1241a,Dieri,dier1241,Dieri,dif,Australia,-28.1667,138,Pama-Nyungan,Diyari_dier1241a,parabank,Diyari dier1241.txt,,20170321,,
p_djapudhuw1249,Dhuwal,dhuw1249,Dhuwal,duj,Australia,-12.7825,136.008,Pama-Nyungan,Djapu_dhuw1249,parabank,Djapu dhuw1249.txt,,20170320,,
p_djinangdjin1253a,Djinang,djin1253,Djinang,dji,Australia,-12.462,134.82,Pama-Nyungan,Djinang_djin1253a,parabank,Djinang djin1253.txt,,20170321,,
p_dobudobu1241,Dobu,dobu1241,Dobu,dob,Papunesia,-9.63239,150.825,Austronesian,Dobu_dobu1241,parabank,Dobu dobu1241.txt,,20170616,,
p_dondodond1249,Dondo,dond1249,Dondo,dok,Papunesia,0.80348,120.707,Austronesian,Dondo_dond1249,parabank,Dondo dond1249.txt,,20161207,,
p_dunaduna1248,Duna,duna1248,Duna,duc,Papunesia,-5.41439,142.475,,Duna_duna1248,parabank,Duna duna1248.txt,,20191122,,
p_dupaninganagatdupa1235,Dupaninan Agta,dupa1235,Dupaninan Agta,duo,Papunesia,17.3748,122.188,Austronesian,Dupaningan_Agat_dupa1235,parabank,Dupaningan Agat dupa1235.txt,,20161128,,
p_duungidjawuduun1241,Duungidjawu,duun1241,Duungidjawu,,Australia,NA,NA,Pama-Nyungan,Duungidjawu_duun1241,parabank,Duungidjawu duun1241.txt,,20161201,,
p_dzonghkalhopdzon1239,Dzongkha,dzon1239,Dzongkha,dzo,Eurasia,27.410786,89.581604,Sino-Tibetan,Dzonghka_Lhop_dzon1239,parabank,Dzonghka Lhop dzon1239.txt,,NA,Cousin terminology depends on birth order of speaker and cousin.,https://scholarspace.manoa.hawaii.edu/handle/10125/26148
p_dzonghkashadzon1239,Dzongkha,dzon1239,Dzongkha,dzo,Eurasia,27.410786,89.581604,Sino-Tibetan,Dzonghka_Sha_dzon1239,parabank,Dzonghka Sha dzon1239.txt,,NA,Cousin terminology depends on birth order of speaker and cousin.,https://scholarspace.manoa.hawaii.edu/handle/10125/26148
p_dzonghkawangwang1287,Wang-The,wang1287,Wang-The,,Eurasia,NA,NA,Sino-Tibetan,Dzonghka_Wang_wang1287,parabank,Dzonghka Wang wang1287.txt,,NA,,
p_eastambaelolovolieast2443,East Ambae,east2443,East Ambae,omb,Papunesia,-15.3523,167.89,Austronesian,East_Ambae_(Lolovoli)_east2443,parabank,East Ambae (Lolovoli) east2443.txt,,NA,,
p_eastfutunaeast2447,East Futuna,east2447,East Futuna,fud,Papunesia,-14.278717,-178.137222,Austronesian,East_Futuna_east2447,parabank,East Futuna east2447.txt,,NA,,
p_eastkaveeast2516,East Kewa,east2516,East Kewa,kjs,Papunesia,-6.32989,143.931,Nuclear Trans New Guinea,East_Kave_east2516,parabank,East Kave east2516.txt,,20170328,,
p_emaemaeemae1237,Emae,emae1237,Emae,mmw,Papunesia,-17.052,168.399,Austronesian,Emae_(Mae)_emae1237,parabank,Emae (Mae) emae1237.txt,,20171031,,
p_emauemaoislandemau1237,Emau,emau1237,Emau,,Papunesia,NA,NA,Austronesian,Emau_(Emao_Island)_emau1237,parabank,Emau (Emao Island) emau1237.txt,,20180123,,
p_endepapuanewguineaende1235,Ende (Papua New Guinea),ende1235,Ende (Papua New Guinea),,Papunesia,-8.957786,142.240799,,Ende_(Papua_New_Guinea)_ende1235,parabank,Ende (Papua New Guinea) ende1235.txt,,20171113,,
p_englishstan1293,English,stan1293,English,eng,Eurasia,53,-1,Indo-European,English_stan1293,parabank,English stan1293.txt,,NA,,
p_eravesouthkewaerav1244,Erave,erav1244,Erave,kjy,Papunesia,-6.55011,143.918,Nuclear Trans New Guinea,Erave_(South_Kewa)_erav1244,parabank,Erave (South Kewa) erav1244.txt,,20170401,,
p_fijianfiji1243,Fijian,fiji1243,Fijian,fij,Papunesia,-18,178.33,Austronesian,Fijian_fiji1243,parabank,Fijian fiji1243.txt,,NA,,
p_finnishfinn1318,Finnish,finn1318,Finnish,fin,Eurasia,64.7628,25.5577,Uralic,Finnish_finn1318,parabank,Finnish finn1318.txt,,20170901,,
p_fortsenalkiaifort1240,Kiai,fort1240,Kiai,frt,Papunesia,-15.4484,166.931,Austronesian,Fortsenal_(Kiai)_fort1240,parabank,Fortsenal (Kiai) fort1240.txt,,20171108,,
p_futunaaniwafutu1245,Futuna-Aniwa,futu1245,Futuna-Aniwa,fut,Papunesia,-19.5303,170.215,Austronesian,Futuna-Aniwa_futu1245,parabank,Futuna-Aniwa futu1245.txt,,20170530,,
p_gadanggada1258,Ga'dang,gada1258,Ga'dang,gdg,Papunesia,17.2238,121.455,Austronesian,Ga'dang_gada1258,parabank,Ga'dang gada1258.txt,,NA,,
p_galeiaagale1259,Galela,gale1259,Galela,gbi,Papunesia,2.31461,128.44,,Galeia_A_gale1259,parabank,Galeia A gale1259.txt,,20170612,Data incomplete and source word list requires interpretation,
p_galeiabgale1259,Galela,gale1259,Galela,gbi,Papunesia,2.31461,128.44,,Galeia_B_gale1259,parabank,Galeia B gale1259.txt,,20170612,Data incomplete and source word list requires interpretation,
p_ganegimangane1237,Gane,gane1237,Gane,gzn,Papunesia,-0.42618,127.976,Austronesian,Gane_(Gimán)_gane1237,parabank,Gane (Gimán) gane1237.txt,,20170612,Data incomplete and source word list requires interpretation,
p_ganggalidagang1267,Ganggalida,gang1267,Ganggalida,gcd,Australia,-17.5446,139.426,,Ganggalida_gang1267,parabank,Ganggalida gang1267.txt,,NA,"Ganggalida (Yukulta) language, Tangkic Family, sources are Keen 1983 and Nancarrow 2014. So far entered as far as grandkin terms",
p_gayogayo1244,Gayo,gayo1244,Gayo,gay,Papunesia,4.3733,97.3456,Austronesian,Gayo_gayo1244,parabank,Gayo gayo1244.txt,,20170402,,
p_gelagela1263,Gela,gela1263,Gela,nlg,Papunesia,-9.04587,160.186,Austronesian,Gela_gela1263,parabank,Gela gela1263.txt,,20170707,,
p_germanstan1295,German,stan1295,German,deu,Eurasia,48.649,12.4676,Indo-European,German_stan1295,parabank,German stan1295.txt,,NA,,
p_guigwigwii1239,/Gwi,gwii1239,/Gwi,gwj,Africa,-22.2708,21.9431,,Gui_(Gwi)_gwii1239,parabank,Gui (Gwi) gwii1239.txt,,NA,"terms after slash (/) are address terms (only nominal, not verbal). G|ui kinship terms are nomino-verbal and sex distinction is signaled with enclitics.",
